"country","year","status","life_expectancy","adult_mortality","percentage_expenditure","hepatitis_b","polio","measles","infant_deaths","under_five_deaths","hiv_aids_life_exp","schooling","population","alcohol","gdp","cardiovascular_diseases","neonatal_disorders","hiv_aids_cause_deaths","malaria","tuberculosis","diarrheal_diseases","lower_respiratory_infections","healthcare_per_capita","total_deaths","cardio_death_prop","neonatal_death_prop","hiv_death_prop","malaria_death_prop","tb_death_prop"
"Indonesia",2005,"Developing",67.2,19,5.381782562,65,79,15853,163,201,0.1,11.1,22671273,0.06,126.928834,455437,76703,2355,1692,112034,83441,56576,0.0800860500297619,648221,0.702595256864557,0.118328471308396,0.00363302021995585,0.00261022089688548,0.172833030710205
"Indonesia",2004,"Developing",65.3,213,55.36107207,64,79,29171,174,237,0.1,11,223614649,0.06,1148.56996,440056,78930,2029,2324,114201,84928,58097,0.847795896937213,637540,0.690240612353735,0.123803996611977,0.00318254540891552,0.00364526147378988,0.179127584151583
"Indonesia",2003,"Developing",66.9,189,8.460155758,64,8,24457,173,215,0.1,10.8,22545214,0.05,164.59447,424879,81317,1748,1096,115703,86467,59795,0.126459727324365,624743,0.680086051384329,0.130160722088923,0.00279795051725269,0.0017543213769502,0.185200954632545
"Indonesia",2002,"Developing",66.7,189,43.17867291,63,8,14492,177,222,0.1,10.6,2175859,0.05,899.5556857,410020,82916,1514,1236,116569,88060,61581,0.647356415442279,612255,0.669688283476656,0.135427232117337,0.00247282586503989,0.00201876669034961,0.190392891850618
"Indonesia",2001,"Developing",66.5,188,33.95837125,62,77,3825,182,229,0.1,10.6,2145652,0.06,747.9817455,394941,84493,1322,1047,117026,89040,63486,0.51065219924812,598829,0.659522167430101,0.141097041058466,0.00220764191446974,0.00174841231804071,0.195424737278923
"Indonesia",2000,"Developing",66.3,188,3.43334364,65,72,3344,187,237,0.1,10.7,21154429,0.06,78.92744,380554,86128,1155,1125,117563,90092,65403,0.0517849719457014,586525,0.648828268189762,0.146844550530668,0.00196922552320873,0.00191807680832019,0.200439878948041
"Iraq",2014,"Developing",67.9,199,43.5240801,62,67,1317,32,39,0.1,10.1,3568,0.01,673.74737,65672,10461,85,0,1067,949,3633,0.641002652430044,77285,0.849737982790968,0.135356149317461,0.00109982532186065,0,0.0138060425697095
"Iraq",2013,"Developing",69.5,17,447.3695001,66,7,669,32,39,0.1,10.3,33883145,0.01,6925.22446,64463,11093,84,0,1060,1087,3765,6.43697122446043,76700,0.840456323337679,0.144628422425033,0.00109517601043025,0,0.0138200782268579
"Iraq",2012,"Developing",76,147,429.6625083,61,7,15,32,39,0.1,10.5,32776571,0.01,6651.12242,63548,11722,81,0,1089,1298,3937,5.65345405657895,76440,0.83134484563056,0.15334903192046,0.0010596546310832,0,0.0142464678178964
"Iraq",2011,"Developing",77,144,285.119726,77,8,15,32,39,0.1,10.4,3172753,0.17,5854.614497,62570,12326,76,0,1139,1543,4172,3.70285358441558,76111,0.822088791370498,0.161947681675448,0.00099854160371037,0,0.0149649853503436
"Iraq",2010,"Developing",76,145,21.82252494,72,74,492,32,39,0.1,10.4,376271,0.19,452.74948,61448,12889,68,0,1190,1732,4439,0.287138486052632,75595,0.812857993253522,0.170500694490376,0.000899530392221708,0,0.0157417818638799
"Iraq",2009,"Developing",74,148,185.6366983,75,78,30328,32,39,0.1,10.3,29894652,0.2,3735.144836,60270,13427,64,0,1235,1848,4728,2.50860403108108,74996,0.803642860952584,0.179036215264814,0.000853378846871833,0,0.0164675449357299
"Iraq",2008,"Developing",69.3,167,192.1562998,66,71,5494,32,38,0.1,10.3,29111417,0.17,4521.3247,58827,13940,62,0,1259,1986,5001,2.77281817893218,74088,0.794015225137674,0.188154626930137,0.000836842673577367,0,0.0169933052586114
"Iraq",2007,"Developing",65.9,227,146.7606488,56,74,230,31,38,0.1,10.2,2839433,0.14,3129.224922,56755,14510,58,0,1303,2012,5297,2.22702046737481,72626,0.781469446203839,0.199790708561672,0.00079861206730372,0,0.0179412331671853
"Iraq",2006,"Developing",64.7,249,75.25799773,59,63,474,31,38,0.1,10.2,27697912,0.03,2351.812429,54745,15110,56,0,1364,2070,5612,1.16318389072643,71275,0.768081374956156,0.211995790950544,0.000785689231848474,0,0.0191371448614521
"Iraq",2005,"Developing",66.8,29,59.18845152,65,69,908,31,37,0.1,10.1,278426,0.18,1849.63911,54237,15928,52,4,1448,2279,5955,0.886054663473054,71669,0.756770709790844,0.222243926941914,0.000725557772537638,5.58121363490491e-05,0.0202039933583558
"Iraq",2004,"Developing",67.2,21,44.12059646,62,69,9081,30,37,0.1,9.8,2631669,0.32,1391.816923,53550,16797,49,4,1510,2445,6233,0.656556494940476,71910,0.74468085106383,0.233583646224447,0.000681407314698929,5.56250869141983e-05,0.0209984703101099
"Ireland",2014,"Developed",81.2,66,746.3670453,95,96,33,0,0,0.1,18.6,4617225,10.75,5553.32623,9436,98,9,0,28,53,1407,9.19171238054187,9571,0.985894890816007,0.0102392644446766,0.000940340612266221,0,0.00292550412705046
"Ireland",2013,"Developed",81,67,703.5527332,95,96,51,0,0,0.1,18.6,4598294,10.49,5234.76736,9457,103,12,0,29,49,1385,8.68583621234568,9601,0.985001562337257,0.0107280491615457,0.00124986980522862,0,0.00302051869596917
"Ireland",2012,"Developed",85,69,6616.695125,95,95,107,0,0,0.1,18.5,4586897,11.49,49231.36254,9393,103,12,0,31,45,1383,77.8434720588235,9539,0.984694412412203,0.010797777544816,0.00125799350036691,0,0.00324981654261453
"Ireland",2011,"Developed",84,7,6386.95437,95,95,285,0,0,0.1,18.5,4576794,11.72,52567.52568,9254,106,13,0,32,42,1377,76.0351710714286,9405,0.9839447102605,0.011270600744285,0.00138224348750665,0,0.00340244550770867
"Ireland",2010,"Developed",86,68,4509.234803,46,94,443,0,0,0.1,18.2,456155,11.88,48538.58776,8991,112,13,0,33,39,1369,52.4329628255814,9149,0.982730353044049,0.0122417750573833,0.00142092031916056,0,0.00360695157940759
"Israel",2014,"Developing",82.2,6,4348.33531,97,95,6,1,1,0.1,16,82157,2.62,37582.84624,10737,257,38,0,23,360,1519,52.8994563260341,11055,0.97123473541384,0.0232473993668024,0.00343735866123926,0,0.0020805065581185
"Israel",2013,"Developing",82.1,61,4279.895512,97,96,50,1,1,0.1,15.9,8595,2.69,36393.66932,10658,257,46,0,24,348,1454,52.1302742021925,10985,0.970232134729176,0.0233955393718707,0.00418752844788348,0,0.00218479745106964
"Israel",2012,"Developing",81.8,6,3830.184587,97,94,211,1,1,0.1,15.9,7915,2.78,32569.59683,10581,273,45,0,27,333,1405,46.8237724572127,10926,0.968423942888523,0.0249862712795167,0.00411861614497529,0,0.00247116968698517
"Israel",2011,"Developing",81.8,61,3793.161624,98,94,70,1,1,0.1,15.8,77658,2.67,33657.15727,10571,278,41,0,28,310,1343,46.371168997555,10918,0.968217622275142,0.0254625389265433,0.00375526653233193,0,0.00256457226598278
"Israel",2010,"Developing",81.7,61,409.4109292,97,95,23,1,1,0.1,15.7,76236,2.63,3661.994,10307,288,31,0,30,286,1263,5.01114968421053,10656,0.967248498498498,0.027027027027027,0.00290915915915916,0,0.00281531531531532
"Israel",2009,"Developing",81.5,63,508.6645438,98,96,5,1,1,0.1,15.6,74856,2.55,27795.87671,10313,293,38,0,32,259,1220,6.24128274601227,10676,0.965998501311353,0.0274447358561259,0.00355938553765455,0,0.00299737729486699
"Israel",2008,"Developing",81,65,471.5533294,99,94,931,1,1,0.1,15.8,7388,2.47,29657.4421,10516,293,36,0,35,242,1206,5.82164604197531,10880,0.966544117647059,0.0269301470588235,0.00330882352941176,0,0.00321691176470588
"Israel",2007,"Developing",84,68,4.3451016,99,95,539,1,1,0.1,15.7,7181,2.33,258.637,10840,293,50,0,39,219,1164,0.0517274,11222,0.965959721974693,0.0261094279094636,0.004455533772946,0,0.00347531634289788
"Israel",2006,"Developing",84,68,33.58620657,96,94,9,1,1,0.1,15.7,7537,2.23,2195.1769,10831,305,32,0,41,195,1080,0.3998357925,11209,0.966277098759925,0.027210277455616,0.00285484878222857,0,0.00365777500223035
"Israel",2005,"Developing",80,71,250.9343317,96,95,2,1,1,0.1,15.8,6931,2.41,2611.17931,11031,315,33,0,45,181,1037,3.13667914625,11424,0.965598739495798,0.0275735294117647,0.00288865546218487,0,0.0039390756302521
"Israel",2004,"Developing",81,69,1895.342792,99,95,116,1,1,0.1,15.9,689,2.23,19888.172,11024,333,30,0,48,171,966,23.3992937283951,11435,0.964057717533887,0.0291211193703542,0.00262352426759948,0,0.00419763882815916
"Israel",2003,"Developing",79.7,71,1731.755747,98,93,124,1,1,0.1,16,66897,2.32,18946.99942,11281,369,33,0,53,165,927,21.7284284441656,11736,0.961230402181322,0.031441717791411,0.0028118609406953,0,0.00451601908657123
"Israel",2002,"Developing",79.3,74,1701.195787,98,91,2,1,1,0.1,15.3,657,2.47,18431.15696,11459,386,29,0,59,154,883,21.4526580958386,11933,0.960278220062013,0.0323472722701751,0.00243023548143803,0,0.00494427218637392
"Israel",2001,"Developing",79.3,74,22.27332618,96,93,19,1,1,0.1,15.1,6439,2.53,236.19646,11574,379,35,0,63,142,839,0.280874226733922,12051,0.960418222554145,0.0314496722263713,0.00290432329267281,0,0.00522778192681105
"Israel",2000,"Developing",78.9,76,199.9341033,98,93,36,1,1,0.1,15.2,6289,2.53,2152.1432,11969,398,31,0,70,128,853,2.53401905323194,12468,0.959977542508823,0.0319217196021816,0.00248636509464228,0,0.00561437279435355
"Italy",2014,"Developed",82.5,57,4831.644796,95,95,0,2,2,0.1,16.3,678914,7.56,35396.66517,212651,820,671,0,401,1008,10911,58.5653914666667,214543,0.991181255039782,0.00382207762546436,0.00312757815449584,0,0.00186908918025757
"Italy",2013,"Developed",82.3,58,483.1916844,96,96,0,2,2,0.1,16.5,6233948,7.35,3537.27441,212517,869,749,0,405,919,10653,5.87110187606318,214540,0.990570522979398,0.00405052670830614,0.00349119045399459,0,0.00188775985830148
"Italy",2012,"Developed",82,6,4793.904924,96,96,376,2,2,0.1,16.6,59539717,7.49,34814.12436,214765,921,845,0,424,834,10513,58.4622551707317,216955,0.989905740821829,0.00424511995575119,0.00389481689751331,0,0.00195432232490609
"Italy",2011,"Developed",82,6,5439.691769,96,96,5189,2,2,0.1,16.4,59379449,6.98,38334.68477,213028,963,804,0,431,722,10085,66.3377045,215226,0.989787479207902,0.00447436647988626,0.00373560815143152,0,0.00200254616077983
"Italy",2010,"Developed",81.8,6,5219.668802,96,96,372,2,2,0.1,16.4,59277417,6.95,35849.37364,210138,1024,835,0,434,617,9602,63.8101320537897,212431,0.989205906859168,0.00482038873799022,0.00393068808224788,0,0.00204301632059351
"Italy",2009,"Developed",81.6,61,5243.316638,96,96,351,2,2,0.1,16.3,5995365,7.25,36976.84512,212468,1086,885,0,447,523,9448,64.2563313480392,214886,0.988747521941867,0.00505384250253623,0.0041184628128403,0,0.00208017274275662
"Italy",2008,"Developed",81.5,61,66.37840495,96,96,1617,2,2,0.1,16.3,58826731,7.96,464.18465,212473,1104,964,0,452,444,9235,0.814458956441718,214993,0.988278688143335,0.00513505090863423,0.00448386691659728,0,0.00210239403143358
"Italy",2007,"Developed",81.3,63,5228.821581,97,97,321,2,2,0.1,16.1,5843831,8.37,37698.78573,211335,1104,1027,0,460,367,9018,64.315148597786,213926,0.98788833521872,0.00516066303301142,0.00480072548451334,0,0.00215027626375476
"Italy",2006,"Developed",81.2,65,473.1915451,96,97,439,2,2,0.1,16,58143979,8.44,3341.7482,210082,1122,987,0,469,307,8846,5.82748208251232,212660,0.987877362926738,0.00527602746167591,0.00464121132323897,0,0.0022053982883476
"Italy",2005,"Developed",88,66,4506.255963,96,97,135,2,2,0.1,15.8,57969484,8.65,31959.26215,210368,1129,1105,0,479,260,8837,51.207454125,213081,0.987267752638668,0.0052984545783059,0.00518582135432066,0,0.00224797142870552
"Italy",2004,"Developed",89,66,4270.914882,96,97,599,2,3,0.1,15.6,57685327,8.98,31174.56118,210895,1179,1158,0,496,215,8720,47.9878076629213,213728,0.986744834556071,0.00551635723910765,0.00541810151220243,0,0.00232070669261866
"Italy",2003,"Developed",79.9,72,3519.258515,95,97,10982,2,3,0.1,15.4,5731323,9.3,27387.2258,221266,1188,1333,0,547,184,9286,44.0457886733417,224334,0.986323963376038,0.00529567519858782,0.00594203286171512,0,0.00243832856365954
"Italy",2002,"Developed",80,72,2883.334911,95,96,9385,2,3,0.1,15.2,57597,9.25,22196.5736,220075,1240,978,0,574,132,9424,36.0416863875,222867,0.987472348979436,0.00556385647045099,0.00438826744201699,0,0.00257552710809586
"Italy",2001,"Developed",79.8,75,3.1222302,95,96,0,2,3,0.1,14.9,569741,9.69,24.819,219673,1313,985,0,601,107,9450,0.0391256917293233,222572,0.986975001347878,0.00589921463616268,0.00442553420915479,0,0.00270024980680409
"Italy",2000,"Developed",79.4,77,31.50582204,94,97,1457,3,3,0.1,14.8,5694218,9.78,251.2426,221750,1332,1017,0,640,89,9672,0.396798766246851,224739,0.986700127703692,0.00592687517520324,0.00452524928917544,0,0.00284774783192948
"Jamaica",2014,"Developing",75.8,133,427.3054534,92,93,0,1,1,0.5,12.8,286287,3.83,4855.743789,6001,492,464,0,9,49,442,5.63727511081794,6966,0.861469997128912,0.0706287683031869,0.0666092449038185,0,0.00129198966408269
"Jamaica",2013,"Developing",75.6,136,5.457289334,93,86,0,1,1,0.6,12.8,285187,3.79,56.144952,5394,497,474,0,8,43,397,0.0721863668518519,6373,0.84638317903656,0.077985250274596,0.0743762749097756,0,0.00125529577906794
"Jamaica",2012,"Developing",75.3,138,37.17108782,96,96,0,1,1,0.5,12.8,284992,3.65,521.33363,5219,507,484,0,9,39,381,0.493639944488712,6219,0.839202444122849,0.0815243608297154,0.0778260170445409,0,0.00144717800289436
"Jamaica",2011,"Developing",75.2,139,33.17529686,92,93,1,1,1,0.6,12.8,2829493,3.58,513.549487,5490,514,482,0,10,34,400,0.4411608625,6496,0.845135467980296,0.0791256157635468,0.0741995073891626,0,0.00153940886699507
"Jamaica",2010,"Developing",75,138,396.6270975,94,94,0,1,1,0.5,12.7,281721,3.55,4682.728424,5124,520,618,0,10,32,388,5.2883613,6272,0.816964285714286,0.0829081632653061,0.0985331632653061,0,0.00159438775510204
"Jamaica",2009,"Developing",74.7,142,235.7067417,9,9,0,1,1,0.6,12.7,28482,3.33,4293.383274,5626,533,428,0,13,39,437,3.15537806827309,6600,0.852424242424242,0.0807575757575758,0.0648484848484848,0,0.00196969696969697
"Jamaica",2008,"Developing",74.5,145,31.76575838,92,91,2,1,1,0.4,12.6,279122,3.51,492.492378,5289,541,493,0,13,38,422,0.42638601852349,6336,0.834753787878788,0.085385101010101,0.0778093434343434,0,0.00205176767676768
"Jamaica",2007,"Developing",74.2,148,25.62349238,92,94,0,1,1,0.9,12.5,2775467,3.64,462.517913,4788,548,499,0,11,35,394,0.345330085983827,5846,0.819021553198768,0.0937393089291823,0.0853575094081423,0,0.00188162846390694
"Jamaica",2006,"Developing",74,15,194.092569,97,99,0,1,1,1.5,12.5,276279,3.63,4313.1682,4219,553,504,0,10,34,354,2.62287255405405,5286,0.798146046159667,0.104615966704502,0.0953461975028377,0,0.00189178963299281
"Jamaica",2005,"Developing",73.5,161,16.97511622,99,99,0,1,1,1.9,12.4,2744673,3.59,482.24762,4245,569,362,0,11,33,381,0.230953962176871,5187,0.818392134181608,0.109697320223636,0.0697898592635435,0,0.00212068633121265
"Jamaica",2004,"Developing",73.3,165,192.3226305,98,97,0,1,1,2.3,11.1,2728777,3.67,3719.97351,4475,596,633,0,13,38,429,2.62377394952251,5717,0.782753192233689,0.104250481021515,0.110722406856743,0,0.00227391988805317
"Jamaica",2003,"Developing",73.1,166,155.5884677,36,99,0,1,1,2.3,11.9,2712511,3.48,3465.221998,4537,619,594,0,17,40,471,2.12843321067031,5767,0.786717530778568,0.10733483613664,0.102999826599619,0,0.00294780648517427
"Jordan",2014,"Developing",74,113,63.8784522,98,98,20,4,4,0.1,13.1,88936,0.41,466.94775,8052,1522,26,0,24,61,846,0.863222327027027,9624,0.836658354114713,0.158146300914381,0.00270157938487116,0,0.00249376558603491
"Jordan",2013,"Developing",73.9,114,546.6235156,98,98,120,4,4,0.1,13.1,8413464,0.4,3992.86717,7549,1479,23,0,24,59,803,7.39679994046008,9075,0.831845730027548,0.16297520661157,0.00253443526170799,0,0.00264462809917355
"Jordan",2012,"Developing",73.7,115,67.70171064,98,98,3,4,4,0.1,12.9,7992573,0.41,387.753211,7263,1476,22,0,24,59,784,0.918612084667571,8785,0.826750142287991,0.168013659647126,0.00250426863972681,0,0.00273192942515652
"Jordan",2011,"Developing",73.6,116,68.86623298,98,98,0,4,4,0.1,13.1,7574943,0.43,387.324145,6962,1462,19,0,25,59,765,0.935682513315218,8468,0.822153991497402,0.172649976381672,0.00224374114312707,0,0.00295229097779877
"Jordan",2010,"Developing",73.4,117,715.9709092,98,98,0,4,4,0.1,13.2,718239,0.51,3679.19275,6618,1479,16,0,25,60,744,9.7543720599455,8138,0.81322192184812,0.181739985254362,0.00196608503317768,0,0.00307200786434013
"Jordan",2009,"Developing",73.3,118,668.7447334,98,98,0,4,4,0.1,13.6,6821116,0.59,3492.1396,6350,1514,14,0,27,62,733,9.12339336152797,7905,0.803289057558507,0.191524351676154,0.00177103099304238,0,0.00341555977229602
"Jordan",2008,"Developing",73.1,119,535.2786404,97,98,2,4,4,0.1,13.6,6489822,0.61,3385.69665,6205,1524,12,0,29,65,726,7.32255322024624,7770,0.798584298584299,0.196138996138996,0.00154440154440154,0,0.00373230373230373
"Jordan",2007,"Developing",73,12,373.2628643,98,98,41,4,4,0.1,13.6,6193191,0.6,2762.86354,6321,1527,11,0,32,68,725,5.11318992191781,7891,0.80103915853504,0.193511595488531,0.00139399315676087,0,0.00405525281966798
"Jordan",2006,"Developing",72.8,121,313.3626015,98,98,1,4,4,0.1,13.7,5934232,0.59,2537.349,6573,1528,11,0,34,71,724,4.30443133928571,8146,0.806899091578689,0.187576724772895,0.00135035600294623,0,0.00417382764547017
"Jordan",2005,"Developing",72.4,127,27.44252286,95,95,28,4,4,0.1,13.8,5714111,0.55,223.83787,6415,1517,12,0,35,72,702,0.379040370994475,7979,0.803985461837323,0.190124075698709,0.00150394786314074,0,0.00438651460082717
"Jordan",2004,"Developing",72.5,125,32.52523612,95,95,21,4,4,0.1,13.5,5535595,0.54,261.456882,6119,1488,13,0,37,73,682,0.448623946482759,7657,0.799138043620217,0.194331983805668,0.00169779286926995,0,0.00483217970484524
"Jordan",2003,"Developing",72.3,127,228.7838108,97,97,76,4,4,0.1,13.2,5396774,0.54,1889.213962,5908,1498,12,0,38,74,675,3.16436806085754,7456,0.792381974248927,0.200912017167382,0.00160944206008584,0,0.00509656652360515
"Jordan",2002,"Developing",72.1,129,259.1572375,95,95,19,4,4,0.1,13,5287488,0.54,1812.288374,6018,1548,10,0,38,78,687,3.59441383495146,7614,0.790386130811663,0.203309692671395,0.00131337010769635,0,0.00499080640924613
"Jordan",2001,"Developing",71.9,131,248.697463,97,97,61,4,4,0.1,12.7,5193482,0.55,1728.2659,5932,1596,9,0,39,81,695,3.45893550764951,7576,0.782998944033791,0.210665258711721,0.00118796198521647,0,0.00514783526927138
"Jordan",2000,"Developing",71.7,133,227.296617,93,94,32,4,4,0.1,12.6,51313,0.49,1657.889256,5768,1638,9,0,39,85,699,3.17010623430962,7454,0.773812718003756,0.219747786423397,0.00120740541990877,0,0.00523209015293802
"Kazakhstan",2014,"Developing",69.9,22,24.44473709,95,95,321,5,5,0.1,15,17289224,6.29,1286.56511,68693,2263,267,0,1036,72,4106,0.349710115736767,72259,0.950649746052395,0.0313178981164976,0.00369504144812411,0,0.0143373143829834
"Kazakhstan",2013,"Developing",69.5,28,26.4072659,99,98,73,5,6,0.1,15,1735275,6.48,1389.8561,71122,2455,276,0,1221,80,4019,0.379960660431655,75074,0.94735860617524,0.0327010682792978,0.00367637264565629,0,0.0162639528998055
"Kazakhstan",2012,"Developing",69.1,214,235.3566066,95,98,55,6,7,0.1,14.7,16791425,6.82,12387.18982,73706,2659,269,0,1441,91,3921,3.40602903907381,78075,0.944040986231188,0.0340569964777458,0.00344540505923791,0,0.0184566122318284
"Kazakhstan",2011,"Developing",68.5,224,179.170133,99,99,127,7,7,0.1,14.4,165566,6.63,11634.42422,75549,2828,291,0,1635,104,3865,2.61562237956204,80303,0.940799222943103,0.0352166170628744,0.00362377495236791,0,0.0203603850416547
"Kazakhstan",2010,"Developing",67.8,236,11.1516268,99,98,4,7,8,0.1,14.5,16321581,6.83,97.649972,77003,3013,311,0,1860,118,3863,0.164478271386431,82187,0.936924331098592,0.0366602990740628,0.00378405343910837,0,0.0226313163882366
"Kazakhstan",2009,"Developing",67.8,235,808.243302,99,99,0,7,8,0.1,14.6,169271,6.64,7165.2775,77491,3084,306,0,2117,133,3887,11.9209926548673,82998,0.933649003590448,0.0371575218679968,0.00368683582736933,0,0.0255066387141859
"Kazakhstan",2008,"Developing",66.6,258,708.3285785,99,99,20,8,9,0.1,14.6,15674,7.6,8513.564645,80865,3080,306,0,2569,150,4049,10.6355642417417,86820,0.931409813407049,0.0354756968440452,0.00352453351762267,0,0.0295899562312831
"Kazakhstan",2007,"Developing",65.3,288,499.730412,94,94,13,8,9,0.1,14.7,15484192,7.44,6771.414797,83850,2978,268,0,3077,159,4301,7.65283938744257,90173,0.929879232142659,0.0330254067181972,0.0029720648087565,0,0.0341232963303871
"Kazakhstan",2006,"Developing",65,295,76.19868936,99,99,109,8,9,0.1,14.3,153884,7.08,5291.57565,84576,2914,290,0,3482,181,4363,1.17228752861538,91262,0.926738401525279,0.03193004755539,0.00317766430715961,0,0.0381538866121715
"Kazakhstan",2005,"Developing",64.6,294,351.8603267,94,99,16118,8,9,0.1,13.9,1514729,6.94,3771.278957,84199,2834,297,0,3774,200,4415,5.44675428328173,91104,0.924207499121883,0.0311073059360731,0.0032600105374078,0,0.0414251844046365
"Kazakhstan",2004,"Developing",64.7,287,33.91660183,99,99,2204,8,9,0.1,13.5,1512985,6.55,2874.288291,82832,2728,250,0,3875,235,4424,0.524213320401855,89685,0.923588113954396,0.0304175726152645,0.0027875341472933,0,0.0432067792830462
"Kazakhstan",2003,"Developing",64.4,282,23.43400762,99,99,24,8,9,0.1,13.1,149918,6.58,268.123657,82583,2598,230,0,4057,281,4456,0.363882105900621,89468,0.923045111101176,0.0290383153753297,0.00257075155362811,0,0.0453458219698663
"Kazakhstan",2002,"Developing",64.7,276,145.1022528,95,95,18,8,9,0.1,12.7,14858948,5.99,1658.31146,80018,2486,238,0,4228,351,4476,2.24269324265842,86970,0.920064390019547,0.0285845693917443,0.00273657583074623,0,0.0486144647579625
"Kazakhstan",2001,"Developing",64.4,284,12.60883976,95,95,94,8,10,0.1,12.3,14858335,5.75,149.926751,78193,2393,225,0,4439,454,4546,0.195789437267081,85250,0.917219941348974,0.0280703812316716,0.00263929618768328,0,0.0520703812316716
"Kazakhstan",2000,"Developing",63.9,292,112.541157,99,96,245,9,10,0.1,12.1,14883626,6,1229.958,77439,2325,230,0,4713,596,4631,1.76120746478873,84707,0.914198354327269,0.0274475545114335,0.00271524195166869,0,0.0556388492096285
"Kenya",2014,"Developing",62.9,255,170.9626624,92,93,354,56,79,2.9,11.1,462425,0.01,1335.6458,34946,20379,66147,4103,17692,23094,22249,2.71800735135135,143267,0.243922187244795,0.142244899383668,0.461704370162005,0.0286388351818632,0.123489708027669
"Kenya",2013,"Developing",62.6,258,165.9304977,93,94,190,58,81,3,11.1,44826849,1.84,1229.114798,34118,20565,68558,3077,17568,24361,22485,2.65064692811502,143886,0.237118274189289,0.142925649472499,0.47647443114688,0.0213849853356129,0.122096659855719
"Kenya",2012,"Developing",62.1,263,154.2269697,94,94,0,59,84,3,11.1,43646629,1.81,1155.2582,33418,20747,70882,1719,17578,25212,22709,2.4835260821256,144344,0.231516377542537,0.143733026658538,0.491063016128138,0.0119090506013412,0.121778529069445
"Kenya",2011,"Developing",61.2,278,109.7051836,96,97,2395,60,86,3.4,11.1,42486839,1.8,987.4453967,32573,20836,75359,1961,17676,26325,23044,1.79256835947712,148405,0.219487214042654,0.140399582224319,0.507792864121829,0.0132138405040261,0.119106499107173
"Kenya",2010,"Developing",63,294,56.58984221,9,9,95,61,89,4.3,11.1,4135152,1.73,967.34773,31578,20729,80975,3585,17656,26592,23073,0.898251463650794,154523,0.204357927298849,0.134148314490399,0.524032021123069,0.0232004297094931,0.11426130737819
"Kenya",2009,"Developing",59.1,317,7.146851404,88,89,1218,62,91,5,10.7,423724,1.86,92.816252,30792,20657,87459,5962,17573,26573,22610,0.120928111742809,162443,0.189555721083703,0.127164605430828,0.538398084251091,0.0367021047382774,0.1081794844961
"Kenya",2008,"Developing",57.9,339,60.5153506,88,88,1282,64,95,6.4,10.4,39148416,1.71,916.8992515,29924,20642,95338,7374,17366,26306,22451,1.04517013126079,170644,0.175359227397389,0.120965284451841,0.55869529546893,0.0432127704460749,0.101767422235766
"Kenya",2007,"Developing",56.8,356,59.83361364,81,76,1516,66,100,9.1,10.1,388599,1.97,839.181117,29093,20713,104536,8480,17149,26414,22494,1.05340869084507,179971,0.161653822004656,0.115090764623189,0.580849136805374,0.0471187024576182,0.095287574109162
"Kenya",2006,"Developing",55.3,388,52.60385429,8,77,1847,68,104,10.3,9.7,37525,1.76,697.66385,28244,20709,115366,9688,16935,25941,22240,0.951245104701628,190942,0.147919263441254,0.108457018361597,0.604193943710656,0.0507379204156236,0.0886918540708697
"Kenya",2005,"Developing",54.1,412,39.55677502,76,7,153,70,108,11.6,9.6,3648288,1.82,519.7999346,27294,20550,124634,11866,16734,25630,22004,0.73117883585952,201078,0.135738370184704,0.102199146599827,0.619829121037607,0.0590119257203672,0.0832214364574941
"Kenya",2004,"Developing",53,432,36.29775249,73,73,20,72,112,13.2,8.9,3574931,1.43,458.8843551,26239,20436,131263,14313,16501,25501,21649,0.684863254528302,208752,0.125694604123553,0.0978960680616234,0.628798765999847,0.0685646125546103,0.0790459492603664
"Kenya",2003,"Developing",52.4,437,35.85204668,73,75,65,74,115,14.5,8.2,3413852,1.49,436.6875357,24902,20326,134657,15474,16112,25426,21421,0.684199364122137,211471,0.117756098945009,0.0961171981028131,0.636763433283996,0.0731731537657646,0.0761901159024169
"Kenya",2002,"Developing",52.1,437,32.73674134,84,83,766,76,118,15.7,8.5,332149,1.66,395.8493511,23755,20358,134431,14333,15359,24486,20726,0.62834436353167,208236,0.114077296913118,0.0977640753760157,0.645570410495784,0.0688305576365278,0.0737576595785551
"Kiribati",2014,"Developing",66.1,2,97.87193319,75,79,0,0,0,0.1,11.9,11458,0.01,1684.54274,321,51,2,0,75,49,36,1.4806646473525,449,0.714922048997773,0.11358574610245,0.0044543429844098,0,0.167037861915367
"Kiribati",2013,"Developing",65.8,22,137.2591943,95,91,0,0,0,0.1,11.9,18535,0.01,1724.361737,316,52,2,0,73,49,36,2.08600599240122,443,0.713318284424379,0.117381489841986,0.00451467268623025,0,0.164785553047404
"Kiribati",2012,"Developing",65.7,24,147.4549755,94,92,0,0,0,0.1,11.9,16613,0.01,1763.815497,310,53,2,0,72,49,36,2.24436796803653,437,0.709382151029748,0.121281464530892,0.0045766590389016,0,0.164759725400458
"Kiribati",2011,"Developing",65.5,26,30.46703899,95,95,0,0,0,0.1,11.9,14656,0.53,1692.613277,305,54,2,0,71,50,37,0.465145633435115,432,0.706018518518518,0.125,0.00462962962962963,0,0.164351851851852
"Kiribati",2010,"Developing",65.3,27,18.21661422,91,95,0,0,0,0.1,11.9,12652,0.48,1493.1651,299,55,2,0,71,50,37,0.278968058499234,427,0.700234192037471,0.128805620608899,0.00468384074941452,0,0.166276346604215
